identifier,voice_characteristics,gender,age,accent,speech_rate
USA_Los Angeles_Female_27_Normal,"27 year old female with soft, confident voice. West Coast American accent with modern inflections. Clear, relaxed speech at measured speed with expressive pitch.",Female,27,Westcoast US,Normal
CA_Montreal_Female_40_Normal,"40 year old female with soprano, established voice. French accent with nasal vowels. Clear, relaxed speech at standard speed with monotone.",Female,40,French,Normal
USA_Los Angeles_Female_76_Normal,"76 year old female with clear, seasoned voice. West Coast American accent with minimal regional markers. Clear, confident speech at measured speed with animated pitch.",Female,76,Westcoast US,Normal
USA_New York_Female_48_Normal,"48 year old female with soprano, mature voice. East Coast American accent with strong consonants. Clear, professional speech at moderate speed with monotone.",Female,48,Eastcoast US,Normal
IND_Delhi_Female_33_Normal,"33 year old female with warm, confident voice. Indian accent with syllable-timed rhythm. Clear, confident speech at moderate speed with minimal pitch variation.",Female,33,India,Normal
UK_London_Male_61_Normal,"61 year old male with strong, seasoned voice. British English accent with t-glottalization. Clear, neutral speech at measured speed with minimal pitch variation.",Male,61,England,Normal
USA_New York_Male_18_Fast,"18 year old male with strong, vibrant voice. East Coast American accent with distinctive vowel sounds. Clear, confident speech at accelerated speed with minimal pitch variation.",Male,18,Eastcoast US,Fast
USA_Los Angeles_Male_15_Normal,"15 year old male with tenor, youthful voice. West Coast American accent with California vowel shift. Clear, professional speech at standard speed with moderate pitch variation.",Male,15,Westcoast US,Normal
USA_Los Angeles_Female_19_Fast,"19 year old female with alto, youthful voice. West Coast American accent with California vowel shift. Clear, friendly speech at rapid speed with moderate pitch variation.",Female,19,Westcoast US,Fast
USA_New York_Male_50_Normal,"50 year old male with deep, mature voice. East Coast American accent with distinctive vowel sounds. Clear, professional speech at moderate speed with moderate pitch variation.",Male,50,Eastcoast US,Normal
USA_Los Angeles_Female_33_Normal,"33 year old female with warm, confident voice. West Coast American accent with relaxed vowels. Clear, neutral speech at moderate speed with moderate pitch variation.",Female,33,Westcoast US,Normal
USA_Los Angeles_Female_40_Fast,"40 year old female with rich, mature voice. West Coast American accent with California vowel shift. Clear, relaxed speech at brisk speed with expressive pitch.",Female,40,Westcoast US,Fast
CA_Montreal_Male_67_Slow,"67 year old male with strong, dignified voice. French accent with nasal vowels. Clear, neutral speech at leisurely speed with monotone.",Male,67,French,Slow
USA_New York_Male_31_Slow,"31 year old male with deep, confident voice. East Coast American accent with strong consonants. Clear, relaxed speech at unhurried speed with animated pitch.",Male,31,Eastcoast US,Slow
USA_New York_Male_42_Normal,"42 year old male with rich, confident voice. East Coast American accent with non-rhotic tendencies. Clear, enthusiastic speech at measured speed with minimal pitch variation.",Male,42,Eastcoast US,Normal
USA_New York_Female_51_Fast,"51 year old female with alto, mature voice. East Coast American accent with faster rhythm. Clear, friendly speech at brisk speed with monotone.",Female,51,Eastcoast US,Fast
USA_Chicago_Male_60_Fast,"60 year old male with rich, refined voice. Midwestern American accent with flat 'a' sounds. Clear, thoughtful speech at accelerated speed with minimal pitch variation.",Male,60,Midwest US,Fast
USA_Dallas_Female_25_Normal,"25 year old female with soft, confident voice. Southern American accent with distinctive rhythm. Clear, relaxed speech at standard speed with moderate pitch variation.",Female,25,South US,Normal
USA_Dallas_Female_21_Normal,"21 year old female with soft, energetic voice. Southern American accent with melodic intonation. Clear, thoughtful speech at conversational speed with minimal pitch variation.",Female,21,South US,Normal
USA_Los Angeles_Male_40_Fast,"40 year old male with husky, established voice. West Coast American accent with relaxed vowels. Clear, professional speech at rapid speed with moderate pitch variation.",Male,40,Westcoast US,Fast
UK_London_Male_20_Normal,"20 year old male with resonant, youthful voice. British English accent with t-glottalization. Clear, enthusiastic speech at standard speed with animated pitch.",Male,20,England,Normal
USA_Los Angeles_Female_45_Slow,"45 year old female with smooth, mature voice. West Coast American accent with modern inflections. Clear, neutral speech at unhurried speed with monotone.",Female,45,Westcoast US,Slow
UK_London_Male_26_Slow,"26 year old male with gravelly, energetic voice. British English accent with distinct vowel sounds. Clear, thoughtful speech at measured speed with minimal pitch variation.",Male,26,England,Slow
USA_Chicago_Male_33_Normal,"33 year old male with resonant, confident voice. Midwestern American accent with nasal qualities. Clear, confident speech at measured speed with moderate pitch variation.",Male,33,Midwest US,Normal
USA_Chicago_Female_18_Normal,"18 year old female with clear, energetic voice. Midwestern American accent with clear 'r' pronunciation. Clear, professional speech at measured speed with minimal pitch variation.",Female,18,Midwest US,Normal
UK_London_Male_56_Slow,"56 year old male with warm, seasoned voice. British English accent with t-glottalization. Clear, neutral speech at unhurried speed with monotone.",Male,56,England,Slow
USA_Chicago_Female_58_Slow,"58 year old female with warm, seasoned voice. Midwestern American accent with flat 'a' sounds. Clear, friendly speech at unhurried speed with expressive pitch.",Female,58,Midwest US,Slow
USA_New York_Female_19_Normal,"19 year old female with alto, vibrant voice. East Coast American accent with non-rhotic tendencies. Clear, thoughtful speech at moderate speed with minimal pitch variation.",Female,19,Eastcoast US,Normal
USA_Los Angeles_Female_35_Normal,"35 year old female with smooth, established voice. West Coast American accent with minimal regional markers. Clear, confident speech at conversational speed with animated pitch.",Female,35,Westcoast US,Normal
USA_Los Angeles_Male_32_Fast,"32 year old male with baritone, energetic voice. West Coast American accent with relaxed vowels. Clear, professional speech at accelerated speed with expressive pitch.",Male,32,Westcoast US,Fast
UK_London_Female_28_Normal,"28 year old female with melodic, mature voice. British English accent with distinct vowel sounds. Clear, calm speech at moderate speed with moderate pitch variation.",Female,28,England,Normal
USA_New York_Male_23_Slow,"23 year old male with rich, fresh voice. East Coast American accent with faster rhythm. Clear, thoughtful speech at leisurely speed with animated pitch.",Male,23,Eastcoast US,Slow
IND_Delhi_Male_19_Slow,"19 year old male with tenor, fresh voice. Indian accent with distinctive stress patterns. Clear, enthusiastic speech at unhurried speed with expressive pitch.",Male,19,India,Slow
USA_Los Angeles_Male_48_Slow,"48 year old male with strong, mature voice. West Coast American accent with California vowel shift. Clear, relaxed speech at unhurried speed with monotone.",Male,48,Westcoast US,Slow
UK_London_Male_44_Fast,"44 year old male with smooth, well-developed voice. British English accent with t-glottalization. Clear, neutral speech at swift speed with minimal pitch variation.",Male,44,England,Fast
CA_Montreal_Female_55_Slow,"55 year old female with alto, seasoned voice. French accent with nasal vowels. Clear, friendly speech at unhurried speed with expressive pitch.",Female,55,French,Slow
USA_New York_Male_54_Normal,"54 year old male with rich, experienced voice. East Coast American accent with distinctive vowel sounds. Clear, thoughtful speech at conversational speed with moderate pitch variation.",Male,54,Eastcoast US,Normal
CA_Montreal_Female_25_Normal,"25 year old female with smooth, confident voice. French accent with distinct liaison. Clear, professional speech at moderate speed with minimal pitch variation.",Female,25,French,Normal
USA_New York_Female_65_Normal,"65 year old female with melodic, dignified voice. East Coast American accent with strong consonants. Clear, relaxed speech at conversational speed with minimal pitch variation.",Female,65,Eastcoast US,Normal
USA_Miami_Male_25_Normal,"25 year old male with smooth, confident voice. Latin American accent with distinctive vowel stress. Clear, friendly speech at moderate speed with minimal pitch variation.",Male,25,Latin,Normal
USA_Los Angeles_Male_46_Fast,"46 year old male with baritone, seasoned voice. West Coast American accent with relaxed vowels. Clear, relaxed speech at brisk speed with expressive pitch.",Male,46,Westcoast US,Fast
USA_Chicago_Male_17_Normal,"17 year old male with tenor, fresh voice. Midwestern American accent with clear 'r' pronunciation. Clear, thoughtful speech at moderate speed with monotone.",Male,17,Midwest US,Normal
USA_New York_Male_53_Fast,"53 year old male with husky, mature voice. East Coast American accent with non-rhotic tendencies. Clear, professional speech at quick speed with moderate pitch variation.",Male,53,Eastcoast US,Fast
USA_Chicago_Male_39_Slow,"39 year old male with warm, well-developed voice. Midwestern American accent with rounded 'o' vowels. Clear, enthusiastic speech at measured speed with monotone.",Male,39,Midwest US,Slow
USA_New York_Female_42_Normal,"42 year old female with alto, well-developed voice. East Coast American accent with distinctive vowel sounds. Clear, confident speech at standard speed with minimal pitch variation.",Female,42,Eastcoast US,Normal
USA_Los Angeles_Female_49_Fast,"49 year old female with alto, experienced voice. West Coast American accent with modern inflections. Clear, calm speech at brisk speed with minimal pitch variation.",Female,49,Westcoast US,Fast
USA_Miami_Female_16_Normal,"16 year old female with resonant, energetic voice. Latin American accent with rolled 'r' sounds. Clear, relaxed speech at standard speed with monotone.",Female,16,Latin,Normal
USA_New York_Female_73_Fast,"73 year old female with rich, seasoned voice. East Coast American accent with faster rhythm. Clear, enthusiastic speech at swift speed with animated pitch.",Female,73,Eastcoast US,Fast
CA_Montreal_Female_43_Normal,"43 year old female with resonant, mature voice. French accent with distinct liaison. Clear, neutral speech at standard speed with expressive pitch.",Female,43,French,Normal
USA_Los Angeles_Female_38_Normal,"38 year old female with rich, confident voice. West Coast American accent with relaxed vowels. Clear, neutral speech at standard speed with minimal pitch variation.",Female,38,Westcoast US,Normal
USA_New York_Male_24_Fast,"24 year old male with resonant, youthful voice. East Coast American accent with distinctive vowel sounds. Clear, thoughtful speech at brisk speed with animated pitch.",Male,24,Eastcoast US,Fast
USA_New York_Male_30_Slow,"30 year old male with gravelly, vibrant voice. East Coast American accent with strong consonants. Clear, relaxed speech at unhurried speed with monotone.",Male,30,Eastcoast US,Slow
USA_New York_Male_58_Normal,"58 year old male with resonant, mature voice. East Coast American accent with distinctive vowel sounds. Clear, professional speech at moderate speed with minimal pitch variation.",Male,58,Eastcoast US,Normal
USA_Los Angeles_Male_33_Slow,"33 year old male with rich, vibrant voice. West Coast American accent with minimal regional markers. Clear, relaxed speech at measured speed with monotone.",Male,33,Westcoast US,Slow
USA_New York_Female_28_Fast,"28 year old female with warm, energetic voice. East Coast American accent with non-rhotic tendencies. Clear, thoughtful speech at accelerated speed with animated pitch.",Female,28,Eastcoast US,Fast
USA_Los Angeles_Female_74_Fast,"74 year old female with clear, weathered voice. West Coast American accent with modern inflections. Clear, enthusiastic speech at accelerated speed with expressive pitch.",Female,74,Westcoast US,Fast
USA_Los Angeles_Male_37_Normal,"37 year old male with husky, well-developed voice. West Coast American accent with relaxed vowels. Clear, friendly speech at standard speed with monotone.",Male,37,Westcoast US,Normal
USA_Chicago_Female_43_Normal,"43 year old female with resonant, confident voice. Midwestern American accent with flat 'a' sounds. Clear, calm speech at conversational speed with expressive pitch.",Female,43,Midwest US,Normal
USA_New York_Female_20_Fast,"20 year old female with resonant, fresh voice. East Coast American accent with distinctive vowel sounds. Clear, enthusiastic speech at swift speed with expressive pitch.",Female,20,Eastcoast US,Fast
USA_New York_Male_23_Fast,"23 year old male with warm, energetic voice. East Coast American accent with faster rhythm. Clear, enthusiastic speech at rapid speed with animated pitch.",Male,23,Eastcoast US,Fast
USA_Dallas_Male_20_Normal,"20 year old male with husky, energetic voice. Southern American accent with softened consonants. Clear, calm speech at conversational speed with moderate pitch variation.",Male,20,South US,Normal
USA_Miami_Female_30_Slow,"30 year old female with bright, mature voice. Latin American accent with Spanish-influenced rhythm. Clear, calm speech at measured speed with moderate pitch variation.",Female,30,Latin,Slow
USA_Los Angeles_Male_65_Fast,"65 year old male with warm, mature voice. West Coast American accent with modern inflections. Clear, neutral speech at accelerated speed with expressive pitch.",Male,65,Westcoast US,Fast
UK_London_Female_36_Slow,"36 year old female with alto, well-developed voice. British English accent with non-rhotic pronunciation. Clear, calm speech at leisurely speed with moderate pitch variation.",Female,36,England,Slow
CA_Montreal_Male_20_Normal,"20 year old male with smooth, fresh voice. French accent with distinct liaison. Clear, professional speech at standard speed with moderate pitch variation.",Male,20,French,Normal
USA_New York_Male_40_Normal,"40 year old male with tenor, established voice. East Coast American accent with faster rhythm. Clear, confident speech at measured speed with expressive pitch.",Male,40,Eastcoast US,Normal
USA_Los Angeles_Female_34_Slow,"34 year old female with resonant, energetic voice. West Coast American accent with modern inflections. Clear, relaxed speech at leisurely speed with animated pitch.",Female,34,Westcoast US,Slow
USA_Los Angeles_Female_30_Normal,"30 year old female with alto, vibrant voice. West Coast American accent with relaxed vowels. Clear, confident speech at standard speed with monotone.",Female,30,Westcoast US,Normal
USA_Miami_Female_35_Normal,"35 year old female with rich, mature voice. Latin American accent with distinctive vowel stress. Clear, professional speech at moderate speed with monotone.",Female,35,Latin,Normal
USA_Miami_Male_54_Fast,"54 year old male with resonant, self-assured voice. Latin American accent with rolled 'r' sounds. Clear, calm speech at accelerated speed with expressive pitch.",Male,54,Latin,Fast
USA_Los Angeles_Male_24_Normal,"24 year old male with smooth, fresh voice. West Coast American accent with relaxed vowels. Clear, enthusiastic speech at standard speed with moderate pitch variation.",Male,24,Westcoast US,Normal
USA_New York_Female_20_Normal,"20 year old female with soft, energetic voice. East Coast American accent with strong consonants. Clear, neutral speech at measured speed with animated pitch.",Female,20,Eastcoast US,Normal
UK_London_Female_61_Normal,"61 year old female with soprano, refined voice. British English accent with non-rhotic pronunciation. Clear, professional speech at standard speed with moderate pitch variation.",Female,61,England,Normal
UK_London_Male_52_Fast,"52 year old male with gravelly, seasoned voice. British English accent with crisp consonants. Clear, calm speech at swift speed with moderate pitch variation.",Male,52,England,Fast
USA_Los Angeles_Male_26_Normal,"26 year old male with baritone, mature voice. West Coast American accent with relaxed vowels. Clear, relaxed speech at moderate speed with animated pitch.",Male,26,Westcoast US,Normal
IND_Delhi_Male_71_Fast,"71 year old male with husky, seasoned voice. Indian accent with distinctive stress patterns. Clear, confident speech at rapid speed with moderate pitch variation.",Male,71,India,Fast
USA_Chicago_Female_35_Fast,"35 year old female with bright, mature voice. Midwestern American accent with clear 'r' pronunciation. Clear, friendly speech at quick speed with minimal pitch variation.",Female,35,Midwest US,Fast
CA_Montreal_Male_35_Fast,"35 year old male with strong, mature voice. French accent with nasal vowels. Clear, relaxed speech at brisk speed with minimal pitch variation.",Male,35,French,Fast
USA_New York_Male_31_Normal,"31 year old male with warm, energetic voice. East Coast American accent with non-rhotic tendencies. Clear, confident speech at conversational speed with moderate pitch variation.",Male,31,Eastcoast US,Normal
USA_Miami_Female_51_Slow,"51 year old female with resonant, self-assured voice. Latin American accent with Spanish-influenced rhythm. Clear, professional speech at deliberate speed with moderate pitch variation.",Female,51,Latin,Slow
USA_Miami_Male_27_Normal,"27 year old male with warm, mature voice. Latin American accent with syllable-timed pattern. Clear, professional speech at conversational speed with minimal pitch variation.",Male,27,Latin,Normal
USA_Los Angeles_Female_22_Fast,"22 year old female with melodic, energetic voice. West Coast American accent with minimal regional markers. Clear, thoughtful speech at rapid speed with expressive pitch.",Female,22,Westcoast US,Fast
USA_Chicago_Male_43_Fast,"43 year old male with resonant, mature voice. Midwestern American accent with rounded 'o' vowels. Clear, professional speech at accelerated speed with moderate pitch variation.",Male,43,Midwest US,Fast
USA_Chicago_Female_39_Normal,"39 year old female with alto, confident voice. Midwestern American accent with clear 'r' pronunciation. Clear, neutral speech at measured speed with expressive pitch.",Female,39,Midwest US,Normal
USA_Dallas_Female_55_Slow,"55 year old female with rich, refined voice. Southern American accent with drawled vowels. Clear, calm speech at leisurely speed with moderate pitch variation.",Female,55,South US,Slow
USA_Los Angeles_Female_31_Slow,"31 year old female with warm, vibrant voice. West Coast American accent with minimal regional markers. Clear, confident speech at unhurried speed with minimal pitch variation.",Female,31,Westcoast US,Slow
USA_New York_Male_15_Fast,"15 year old male with husky, fresh voice. East Coast American accent with non-rhotic tendencies. Clear, thoughtful speech at swift speed with monotone.",Male,15,Eastcoast US,Fast
USA_Los Angeles_Female_38_Slow,"38 year old female with bright, mature voice. West Coast American accent with minimal regional markers. Clear, friendly speech at measured speed with expressive pitch.",Female,38,Westcoast US,Slow
USA_Miami_Female_26_Normal,"26 year old female with soprano, confident voice. Latin American accent with syllable-timed pattern. Clear, professional speech at conversational speed with animated pitch.",Female,26,Latin,Normal
USA_New York_Female_49_Normal,"49 year old female with clear, self-assured voice. East Coast American accent with faster rhythm. Clear, calm speech at standard speed with animated pitch.",Female,49,Eastcoast US,Normal
USA_Los Angeles_Male_19_Slow,"19 year old male with resonant, fresh voice. West Coast American accent with minimal regional markers. Clear, thoughtful speech at deliberate speed with minimal pitch variation.",Male,19,Westcoast US,Slow
USA_New York_Male_40_Slow,"40 year old male with gravelly, confident voice. East Coast American accent with faster rhythm. Clear, enthusiastic speech at measured speed with minimal pitch variation.",Male,40,Eastcoast US,Slow
USA_Dallas_Male_31_Normal,"31 year old male with rich, confident voice. Southern American accent with distinctive rhythm. Clear, thoughtful speech at standard speed with moderate pitch variation.",Male,31,South US,Normal
USA_New York_Male_38_Normal,"38 year old male with deep, established voice. East Coast American accent with non-rhotic tendencies. Clear, professional speech at standard speed with monotone.",Male,38,Eastcoast US,Normal
USA_Miami_Male_54_Normal,"54 year old male with resonant, experienced voice. Latin American accent with rolled 'r' sounds. Clear, thoughtful speech at moderate speed with expressive pitch.",Male,54,Latin,Normal
UK_London_Male_33_Normal,"33 year old male with strong, vibrant voice. British English accent with t-glottalization. Clear, relaxed speech at moderate speed with minimal pitch variation.",Male,33,England,Normal
USA_Los Angeles_Female_51_Normal,"51 year old female with clear, seasoned voice. West Coast American accent with modern inflections. Clear, professional speech at measured speed with animated pitch.",Female,51,Westcoast US,Normal
USA_Los Angeles_Male_34_Fast,"34 year old male with gravelly, mature voice. West Coast American accent with California vowel shift. Clear, professional speech at accelerated speed with animated pitch.",Male,34,Westcoast US,Fast
USA_New York_Female_34_Slow,"34 year old female with smooth, energetic voice. East Coast American accent with distinctive vowel sounds. Clear, professional speech at measured speed with animated pitch.",Female,34,Eastcoast US,Slow
IND_Delhi_Female_64_Slow,"64 year old female with soprano, experienced voice. Indian accent with retroflex consonants. Clear, neutral speech at leisurely speed with moderate pitch variation.",Female,64,India,Slow
USA_Miami_Female_51_Normal,"51 year old female with warm, experienced voice. Latin American accent with syllable-timed pattern. Clear, friendly speech at standard speed with animated pitch.",Female,51,Latin,Normal
USA_Miami_Male_42_Fast,"42 year old male with tenor, mature voice. Latin American accent with rolled 'r' sounds. Clear, enthusiastic speech at brisk speed with moderate pitch variation.",Male,42,Latin,Fast
IND_Delhi_Female_16_Normal,"16 year old female with rich, energetic voice. Indian accent with distinctive stress patterns. Clear, enthusiastic speech at moderate speed with expressive pitch.",Female,16,India,Normal
USA_Chicago_Male_39_Normal,"39 year old male with husky, confident voice. Midwestern American accent with nasal qualities. Clear, calm speech at measured speed with moderate pitch variation.",Male,39,Midwest US,Normal
IND_Delhi_Female_51_Fast,"51 year old female with bright, self-assured voice. Indian accent with distinctive stress patterns. Clear, calm speech at rapid speed with moderate pitch variation.",Female,51,India,Fast
USA_New York_Female_46_Normal,"46 year old female with smooth, experienced voice. East Coast American accent with non-rhotic tendencies. Clear, professional speech at moderate speed with animated pitch.",Female,46,Eastcoast US,Normal
USA_Los Angeles_Female_43_Slow,"43 year old female with warm, established voice. West Coast American accent with relaxed vowels. Clear, thoughtful speech at leisurely speed with animated pitch.",Female,43,Westcoast US,Slow
USA_Los Angeles_Male_32_Slow,"32 year old male with baritone, confident voice. West Coast American accent with minimal regional markers. Clear, professional speech at leisurely speed with minimal pitch variation.",Male,32,Westcoast US,Slow
USA_Los Angeles_Female_28_Slow,"28 year old female with alto, confident voice. West Coast American accent with relaxed vowels. Clear, calm speech at unhurried speed with moderate pitch variation.",Female,28,Westcoast US,Slow
USA_Miami_Male_61_Normal,"61 year old male with warm, mature voice. Latin American accent with distinctive vowel stress. Clear, calm speech at measured speed with expressive pitch.",Male,61,Latin,Normal
USA_Los Angeles_Female_26_Fast,"26 year old female with bright, energetic voice. West Coast American accent with minimal regional markers. Clear, professional speech at rapid speed with monotone.",Female,26,Westcoast US,Fast
AUS_Sydney_Female_28_Normal,"28 year old female with bright, energetic voice. Australian accent with non-rhotic pronunciation. Clear, friendly speech at moderate speed with moderate pitch variation.",Female,28,Australia,Normal
USA_Miami_Male_23_Fast,"23 year old male with strong, energetic voice. Latin American accent with Spanish-influenced rhythm. Clear, calm speech at accelerated speed with moderate pitch variation.",Male,23,Latin,Fast
IND_Delhi_Male_51_Normal,"51 year old male with deep, mature voice. Indian accent with unique intonation. Clear, enthusiastic speech at measured speed with minimal pitch variation.",Male,51,India,Normal
USA_New York_Male_15_Slow,"15 year old male with strong, energetic voice. East Coast American accent with strong consonants. Clear, neutral speech at measured speed with animated pitch.",Male,15,Eastcoast US,Slow
USA_Los Angeles_Female_48_Fast,"48 year old female with bright, self-assured voice. West Coast American accent with relaxed vowels. Clear, thoughtful speech at rapid speed with expressive pitch.",Female,48,Westcoast US,Fast
CA_Montreal_Female_56_Normal,"56 year old female with alto, experienced voice. French accent with uvular 'r' sound. Clear, relaxed speech at conversational speed with animated pitch.",Female,56,French,Normal
USA_Los Angeles_Male_28_Normal,"28 year old male with gravelly, energetic voice. West Coast American accent with modern inflections. Clear, calm speech at standard speed with expressive pitch.",Male,28,Westcoast US,Normal
USA_Los Angeles_Female_40_Slow,"40 year old female with alto, mature voice. West Coast American accent with California vowel shift. Clear, professional speech at measured speed with monotone.",Female,40,Westcoast US,Slow
USA_Los Angeles_Male_37_Slow,"37 year old male with rich, established voice. West Coast American accent with California vowel shift. Clear, enthusiastic speech at deliberate speed with expressive pitch.",Male,37,Westcoast US,Slow
USA_Los Angeles_Female_16_Normal,"16 year old female with soprano, fresh voice. West Coast American accent with California vowel shift. Clear, neutral speech at conversational speed with expressive pitch.",Female,16,Westcoast US,Normal
UK_London_Female_31_Normal,"31 year old female with alto, energetic voice. British English accent with t-glottalization. Clear, professional speech at measured speed with monotone.",Female,31,England,Normal
USA_Los Angeles_Male_19_Fast,"19 year old male with rich, energetic voice. West Coast American accent with relaxed vowels. Clear, relaxed speech at brisk speed with animated pitch.",Male,19,Westcoast US,Fast
USA_Los Angeles_Male_65_Normal,"65 year old male with resonant, seasoned voice. West Coast American accent with California vowel shift. Clear, thoughtful speech at measured speed with monotone.",Male,65,Westcoast US,Normal
USA_Los Angeles_Female_32_Slow,"32 year old female with resonant, mature voice. West Coast American accent with modern inflections. Clear, professional speech at measured speed with minimal pitch variation.",Female,32,Westcoast US,Slow
USA_Los Angeles_Female_41_Normal,"41 year old female with resonant, mature voice. West Coast American accent with modern inflections. Clear, relaxed speech at moderate speed with expressive pitch.",Female,41,Westcoast US,Normal
USA_New York_Male_20_Normal,"20 year old male with baritone, fresh voice. East Coast American accent with non-rhotic tendencies. Clear, friendly speech at standard speed with expressive pitch.",Male,20,Eastcoast US,Normal
USA_Chicago_Male_37_Normal,"37 year old male with smooth, well-developed voice. Midwestern American accent with rounded 'o' vowels. Clear, neutral speech at standard speed with monotone.",Male,37,Midwest US,Normal
IND_Delhi_Female_46_Fast,"46 year old female with soprano, self-assured voice. Indian accent with distinctive stress patterns. Clear, thoughtful speech at accelerated speed with monotone.",Female,46,India,Fast
USA_Chicago_Female_32_Normal,"32 year old female with resonant, mature voice. Midwestern American accent with rounded 'o' vowels. Clear, enthusiastic speech at conversational speed with moderate pitch variation.",Female,32,Midwest US,Normal
USA_Los Angeles_Male_51_Normal,"51 year old male with gravelly, experienced voice. West Coast American accent with relaxed vowels. Clear, professional speech at conversational speed with moderate pitch variation.",Male,51,Westcoast US,Normal
USA_New York_Female_70_Normal,"70 year old female with melodic, dignified voice. East Coast American accent with strong consonants. Clear, neutral speech at conversational speed with moderate pitch variation.",Female,70,Eastcoast US,Normal
USA_Los Angeles_Male_31_Slow,"31 year old male with baritone, energetic voice. West Coast American accent with modern inflections. Clear, calm speech at deliberate speed with expressive pitch.",Male,31,Westcoast US,Slow
CA_Montreal_Male_21_Normal,"21 year old male with strong, energetic voice. French accent with even stress pattern. Clear, friendly speech at conversational speed with monotone.",Male,21,French,Normal
USA_New York_Female_18_Normal,"18 year old female with rich, energetic voice. East Coast American accent with strong consonants. Clear, neutral speech at moderate speed with expressive pitch.",Female,18,Eastcoast US,Normal
USA_Los Angeles_Male_23_Slow,"23 year old male with strong, fresh voice. West Coast American accent with California vowel shift. Clear, friendly speech at measured speed with minimal pitch variation.",Male,23,Westcoast US,Slow
USA_New York_Male_59_Normal,"59 year old male with deep, experienced voice. East Coast American accent with distinctive vowel sounds. Clear, relaxed speech at measured speed with moderate pitch variation.",Male,59,Eastcoast US,Normal
USA_New York_Male_45_Slow,"45 year old male with deep, seasoned voice. East Coast American accent with faster rhythm. Clear, enthusiastic speech at leisurely speed with moderate pitch variation.",Male,45,Eastcoast US,Slow
USA_Miami_Female_60_Fast,"60 year old female with soft, mature voice. Latin American accent with syllable-timed pattern. Clear, calm speech at brisk speed with animated pitch.",Female,60,Latin,Fast
USA_New York_Female_60_Normal,"60 year old female with melodic, mature voice. East Coast American accent with strong consonants. Clear, calm speech at standard speed with monotone.",Female,60,Eastcoast US,Normal
USA_Chicago_Female_62_Normal,"62 year old female with smooth, mature voice. Midwestern American accent with rounded 'o' vowels. Clear, thoughtful speech at conversational speed with expressive pitch.",Female,62,Midwest US,Normal
USA_Chicago_Female_38_Normal,"38 year old female with smooth, established voice. Midwestern American accent with flat 'a' sounds. Clear, professional speech at measured speed with expressive pitch.",Female,38,Midwest US,Normal
USA_Los Angeles_Female_26_Normal,"26 year old female with warm, energetic voice. West Coast American accent with California vowel shift. Clear, friendly speech at standard speed with moderate pitch variation.",Female,26,Westcoast US,Normal
CA_Montreal_Male_26_Normal,"26 year old male with rich, energetic voice. French accent with even stress pattern. Clear, professional speech at standard speed with animated pitch.",Male,26,French,Normal
USA_New York_Male_32_Normal,"32 year old male with resonant, energetic voice. East Coast American accent with faster rhythm. Clear, thoughtful speech at measured speed with animated pitch.",Male,32,Eastcoast US,Normal
USA_Los Angeles_Female_15_Fast,"15 year old female with melodic, energetic voice. West Coast American accent with minimal regional markers. Clear, friendly speech at brisk speed with minimal pitch variation.",Female,15,Westcoast US,Fast
USA_Los Angeles_Female_64_Slow,"64 year old female with rich, seasoned voice. West Coast American accent with California vowel shift. Clear, confident speech at measured speed with moderate pitch variation.",Female,64,Westcoast US,Slow
USA_New York_Female_23_Normal,"23 year old female with soprano, youthful voice. East Coast American accent with distinctive vowel sounds. Clear, confident speech at measured speed with moderate pitch variation.",Female,23,Eastcoast US,Normal
USA_New York_Female_41_Normal,"41 year old female with melodic, confident voice. East Coast American accent with non-rhotic tendencies. Clear, enthusiastic speech at conversational speed with animated pitch.",Female,41,Eastcoast US,Normal
USA_New York_Female_33_Fast,"33 year old female with alto, vibrant voice. East Coast American accent with strong consonants. Clear, neutral speech at brisk speed with monotone.",Female,33,Eastcoast US,Fast
USA_Los Angeles_Male_44_Slow,"44 year old male with rich, confident voice. West Coast American accent with relaxed vowels. Clear, confident speech at measured speed with expressive pitch.",Male,44,Westcoast US,Slow
UK_London_Male_54_Normal,"54 year old male with resonant, seasoned voice. British English accent with crisp consonants. Clear, confident speech at measured speed with monotone.",Male,54,England,Normal
USA_Los Angeles_Male_53_Normal,"53 year old male with baritone, self-assured voice. West Coast American accent with minimal regional markers. Clear, neutral speech at measured speed with animated pitch.",Male,53,Westcoast US,Normal
USA_Los Angeles_Female_52_Normal,"52 year old female with melodic, seasoned voice. West Coast American accent with minimal regional markers. Clear, neutral speech at standard speed with expressive pitch.",Female,52,Westcoast US,Normal
USA_Miami_Male_26_Normal,"26 year old male with rich, confident voice. Latin American accent with rolled 'r' sounds. Clear, relaxed speech at standard speed with moderate pitch variation.",Male,26,Latin,Normal
CA_Montreal_Female_34_Normal,"34 year old female with soprano, confident voice. French accent with uvular 'r' sound. Clear, professional speech at standard speed with moderate pitch variation.",Female,34,French,Normal
USA_Los Angeles_Male_72_Normal,"72 year old male with deep, mature voice. West Coast American accent with modern inflections. Clear, professional speech at measured speed with expressive pitch.",Male,72,Westcoast US,Normal
USA_Los Angeles_Female_23_Normal,"23 year old female with soft, fresh voice. West Coast American accent with California vowel shift. Clear, professional speech at moderate speed with minimal pitch variation.",Female,23,Westcoast US,Normal
